ivvi_dac14	keithley_1	lockin_1_X	lockin_1_phase	lockin_1_processed	conductance
1000.0	-0.000197952565	0.000215054	-3.864	1.68915857627853e-05	0.21800962498767953
994.9874686716792	-0.000218135818	0.000214905	-3.942	1.6875339996967785e-05	0.217799950575623
989.9749373433584	-0.000229139745	0.000214727	-3.774	1.6855943761762642e-05	0.21754961493380529
984.9624060150376	-0.000195271977	0.000216574	-3.756	1.7057815450951402e-05	0.22015505245007636
979.9498746867168	-0.000207435992	0.000218243	-3.894	1.7241397658085405e-05	0.22252443852748482
974.937343358396	-0.000214382434	0.000218184	-3.78	1.7234888950535885e-05	0.22244043452028547
969.9248120300751	-0.000226833087	0.00021729	-4.074	1.7136435966868146e-05	0.22116976056760013
964.9122807017544	-0.000176471817	0.000218899	-4.116	1.7313859791216917e-05	0.22345966407064324
959.8997493734336	-0.000148439964	0.000220836	-4.098	1.7528834775319638e-05	0.22623421800087407
954.8872180451128	-0.000155093566	0.000221253	-4.008	1.757531392390841e-05	0.22683409665619303
949.874686716792	-0.0002067833	0.000221045	-3.93	1.7552121230716943e-05	0.22653476239497372
944.8621553884711	-0.000198202602	0.000221432	-3.786	1.7595287137233288e-05	0.22709187901055014
939.8496240601504	-0.000201205313	0.000221611	-3.912	1.761527342300483e-05	0.2273498300831812
934.8370927318296	-0.000185372384	0.00022182	-4.092	1.7638625925175893e-05	0.2276512269036061
929.8245614035088	-0.000168528006	0.000223936	-4.638	1.7876065299472348e-05	0.23071571532255153
924.812030075188	-0.000161767891	0.000225068	-4.632	1.800384769698484e-05	0.23236492653060162
919.7994987468671	-0.000161523457	0.000225098	-4.236	1.800724139656308e-05	0.23240872698739493
914.7869674185464	-0.000173186255	0.000224859	-4.122	1.7980215315487012e-05	0.23205991747459825
909.7744360902255	-0.000122185295	0.000226201	-4.17	1.813227705901776e-05	0.23402248772393194
904.7619047619048	-0.000151267963	0.000228376	-4.188	1.8380330324158523e-05	0.23722396330294176
899.749373433584	-0.00019544807	0.000230164	-4.446	1.8585748101409768e-05	0.23987516806330303
894.7368421052631	-0.000235984041	0.000231267	-4.494	1.871315014929965e-05	0.24151947032557655
889.7243107769424	-0.000206974029	0.000232936	-4.362	1.8906925658211867e-05	0.2440204152707706
884.7117794486215	-0.000151420016	0.000232995	-4.014	1.891379782144472e-05	0.24410911018374606
879.6992481203008	-0.000159328306	0.000232906	-3.84	1.8903431918475183e-05	0.24397532365530622
874.68671679198	-0.000153679923	0.000232846	-4.11	1.8896445612823778e-05	0.24388515557419757
869.6741854636591	-0.000199463308	0.00023386	-4.242	1.90147248201517e-05	0.24541171477328777
864.6616541353384	-0.000152478162	0.000234754	-4.284	1.911937920151166e-05	0.24676242646809315
859.6491228070175	-0.000163067038	0.000236423	-4.422	1.9315698424107957e-05	0.2492962016089911
854.6365914786968	-0.000184361916	0.000239641	-4.302	1.9697718822786984e-05	0.2542267110959776
849.624060150376	-0.000178090143	0.000242532	-3.846	2.004490535903141e-05	0.25870764069195284
844.6115288220551	-0.000196217332	0.000244351	-3.798	2.0265315678697324e-05	0.26155234525720716
839.5989974937344	-0.000163500654	0.000248136	-4.26	2.072888677467972e-05	0.2675353809656074
834.5864661654135	-0.000121385617	0.000252368	-4.476	2.1255254056664882e-05	0.27432888960137963
829.5739348370928	-0.000177367632	0.000257524	-4.32	2.190832660868108e-05	0.28275770760309
824.561403508772	-0.000191137719	0.000263872	-4.29	2.2730707618590575e-05	0.2933716889121956
