AMI430_Y_field	ivvi_dac14	keithley_1	lockin_1_X	lockin_1_phase	lockin_1_processed	conductance
1.45	-1275.0	-0.00019246244	9.87058e-05	-1.962	6.4063741150264e-06	0.08268325058176096
1.45	-1270.0	-0.000194544394	9.68282e-05	-1.236	6.266945544829159e-06	0.08088372916748157
1.45	-1265.0	-0.000183454341	9.36692e-05	-1.326	6.0341121523699565e-06	0.07787868740956258
1.45	-1260.0	-0.000189868022	9.1434e-05	-2.664	5.870679577092895e-06	0.07576936061530619
1.45	-1255.0	-0.000188862241	9.1583e-05	-3.102	5.88154053588223e-06	0.0759095365340104
1.45	-1250.0	-0.00019968311	9.21492e-05	-2.73	5.9228558154587835e-06	0.07644276821120377
1.45	-1245.0	-0.000204510405	9.22685e-05	-2.598	5.931569889329633e-06	0.07655523556645256
1.45	-1240.0	-0.000194131044	9.2179e-05	-2.598	5.925032219832888e-06	0.0764708577646704
1.45	-1235.0	-0.00019419299	9.13744e-05	-2.208	5.866336531751606e-06	0.0757133075188441
1.45	-1230.0	-0.000195951135	8.98247e-05	-2.892	5.7536778040940935e-06	0.07425928849936789
1.45	-1225.0	-0.000199333959	8.99737e-05	-3.726	5.7644873176373695e-06	0.07439880044495803
1.45	-1220.0	-0.000196433752	9.23877e-05	-4.302	5.940279729765992e-06	0.07666764828328682
1.45	-1215.0	-0.000185443934	9.48315e-05	-3.486	6.119525340549929e-06	0.07898106449751736
1.45	-1210.0	-0.000180530473	9.49507e-05	-2.604	6.1283015775333745e-06	0.07909433415499259
1.45	-1205.0	-0.000180813173	9.43844e-05	-2.526	6.086634738803935e-06	0.07855656511344765
1.45	-1200.0	-0.000181066589	9.42652e-05	-2.688	6.077873237458884e-06	0.07844348564007032
1.45	-1195.0	-0.000185501371	9.61726e-05	-2.904	6.2184447959724705e-06	0.08025775892298484
1.45	-1190.0	-0.000184693255	9.66196e-05	-3.012	6.251503222915427e-06	0.0806844243267976
1.45	-1185.0	-0.000175267865	9.81395e-05	-2.214	6.3642390335291e-06	0.08213943821002441
1.45	-1180.0	-0.000186750431	9.90038e-05	-1.35	6.428575177642457e-06	0.08296978645845278
1.45	-1175.0	-0.000201373667	9.89442e-05	-1.512	6.4241333843733865e-06	0.08291245888137021
1.45	-1170.0	-0.000199552449	9.99873e-05	-2.316	6.50198657064712e-06	0.08391726353275031
1.45	-1165.0	-0.000197897361	0.000101686	-2.772	6.6292925928415844e-06	0.08556032644863322
1.45	-1160.0	-0.000179731367	0.000103921	-2.772	6.797781950509177e-06	0.08773491811784487
1.45	-1155.0	-0.000190936865	0.000106693	-2.55	7.0083347699899805e-06	0.09045239780623734
1.45	-1150.0	-0.000184999607	0.00010869	-2.622	7.161117116323408e-06	0.09242426844624976
1.45	-1145.0	-0.000178214813	0.000111819	-2.148	7.402372545863879e-06	0.09553800841471599
1.45	-1140.0	-0.000172007802	0.000113607	-2.382	7.541267710311035e-06	0.09733064547904888
1.45	-1135.0	-0.000161933658	0.000117004	-2.778	7.807252841311373e-06	0.10076355695793662
1.45	-1130.0	-0.000175040895	0.00012219	-3.048	8.218708431628945e-06	0.10607396891119703
1.45	-1125.0	-0.000174879272	0.000128926	-3.276	8.763101158780151e-06	0.11310012121915444
1.45	-1120.0	-0.000168792781	0.000136525	-3.354	9.391168512880401e-06	0.12120621204196311
1.45	-1115.0	-0.000183248761	0.000146003	-2.946	1.0196024651494173e-05	0.1315940102873356
1.45	-1110.0	-0.000174153939	0.000156195	-2.79	1.1089311586301912e-05	0.14312313208789987
1.45	-1105.0	-0.000197321231	0.000167699	-3.282	1.2133994952825715e-05	0.15660623735493115
1.45	-1100.0	-0.000163703053	0.000181676	-4.242	1.345835724204538e-05	0.17369899170465627
1.45	-1095.0	-0.000122553347	0.000198008	-4.422	1.5088064794404837e-05	0.19473265528834635
1.45	-1090.0	-0.000123394676	0.000216515	-4.182	1.7051346039173417e-05	0.22007155560996813
1.45	-1085.0	-0.000110580817	0.000235618	-4.212	1.9220855305127022e-05	0.24807211802725604
1.45	-1080.0	-0.000132459061	0.000255289	-4.506	2.1623624667712054e-05	0.2790832294187701
1.45	-1075.0	-8.99926896e-05	0.000278803	-4.416	2.4749049008568633e-05	0.31942121769567156
1.45	-1070.0	-8.40419276e-05	0.000298532	-4.656	2.7612619471868176e-05	0.3563796141184115
1.45	-1065.0	-0.000102862314	0.000314178	-4.608	3.0060348232503248e-05	0.3879709896512684
1.45	-1060.0	-0.000108872212	0.000324311	-4.404	3.173758138557062e-05	0.40961803782377976
1.45	-1055.0	-0.000121015347	0.000322523	-4.296	3.143609165130977e-05	0.4057268896020035
1.45	-1050.0	-0.000101741636	0.00030938	-4.302	2.9291996233367337e-05	0.3780543285667183
1.45	-1045.0	-9.22430457e-05	0.000287773	-4.386	2.6021868941382085e-05	0.33584874558596883
1.45	-1040.0	-0.000124217434	0.000260206	-4.74	2.2253273213811772e-05	0.2872097277438512
1.45	-1035.0	-0.000120509116	0.000224055	-4.446	1.7889473265521903e-05	0.23088876394518298
1.45	-1030.0	-9.87367353e-05	0.00020218	-4.266	1.5519442849055615e-05	0.20030019460898996
1.45	-1025.0	-0.000164935224	0.000178308	-3.696	1.3133493661599385e-05	0.16950617118799285
1.45	-1020.0	-0.000191688642	0.000154884	-3.396	1.0972745049454743e-05	0.1416186773054394
1.45	-1015.0	-0.000188385223	0.000137002	-3.372	9.431097303529542e-06	0.12172154913333372
1.45	-1010.0	-0.00016959076	0.000122011	-3.156	8.204396652909782e-06	0.10588925531738243
1.45	-1005.0	-0.000184913423	0.000110537	-2.466	7.303249005520346e-06	0.09425867998686913
1.45	-1000.0	-0.000180850881	0.000102282	-2.676	6.67411256785416e-06	0.08613879113996943
1.448	-2000.0	-0.000169415456	0.000190289	-4.008	1.4306343709712625e-05	0.18464344738850674
1.448	-1995.0	-0.000159850416	0.000174523	-3.618	1.2772803823484051e-05	0.1648509625267887
1.448	-1990.0	-0.000123437378	0.000171305	-3.858	1.2469741441677796e-05	0.16093951708091364
1.448	-1985.0	-0.000135092819	0.0001705	-4.044	1.2394438701292189e-05	0.1599676295137807
1.448	-1980.0	-0.000133896694	0.000171871	-3.936	1.2522808864812362e-05	0.16162442666720708
1.448	-1975.0	-0.000150961758	0.000174315	-3.864	1.2753115739249652e-05	0.16459686016357997
1.448	-1970.0	-0.000140136409	0.000177384	-4.212	1.3045015401385457e-05	0.16836423504299824
1.448	-1965.0	-0.000137103864	0.000182332	-4.038	1.3522066642661902e-05	0.17452125094849816
1.448	-1960.0	-0.000142268478	0.000189991	-4.08	1.427658271223842e-05	0.18425933994059
1.448	-1955.0	-0.000181607079	0.000196577	-3.78	1.4941551029848976e-05	0.19284168949538164
1.448	-1950.0	-0.000185087319	0.000204266	-3.282	1.5737523714372334e-05	0.20311483429601285
1.448	-1945.0	-0.00017637656	0.000212581	-3.36	1.662307667609454e-05	0.21454413831773028
1.448	-1940.0	-0.000119146228	0.000220777	-3.576	1.75222643028954e-05	0.2261494168312671
1.448	-1935.0	-0.000138671639	0.000229479	-3.804	1.8506889564124265e-05	0.23885738794590483
1.448	-1930.0	-0.00011925097	0.000240923	-4.05	1.9851207560498482e-05	0.2562076987082856
1.448	-1925.0	-0.000101599123	0.000253024	-4.014	2.1337619513978294e-05	0.27539193144440166
1.448	-1920.0	-9.75433287e-05	0.000266166	-4.14	2.303300620614207e-05	0.297273276521075
1.448	-1915.0	-4.47297482e-05	0.000278594	-4.35	2.4719947991757338e-05	0.3190456282246245
1.448	-1910.0	-6.11663102e-05	0.000293942	-4.404	2.6925153885065678e-05	0.34750690572528103
1.448	-1905.0	-0.000109903261	0.000311317	-4.314	2.960024678411521e-05	0.38203273461541765
1.448	-1900.0	-0.00012569332	0.00032744	-4.272	3.227106900160701e-05	0.416503444365296
1.448	-1895.0	-0.000138325828	0.000338646	-4.176	3.424536901974076e-05	0.4419845574242475
1.448	-1890.0	-4.61297189e-05	0.00035	-4.218	3.635355356990801e-05	0.46919363830280897
1.448	-1885.0	-2.3708598e-05	0.000358673	-4.314	3.804261261707809e-05	0.4909933162387234
1.448	-1880.0	-4.5058018e-05	0.000362338	-4.182	3.877804485823929e-05	0.5004851016371455
1.448	-1875.0	-6.32228744e-05	0.000358583	-4.236	3.802471828557086e-05	0.49076236477234947
1.448	-1870.0	-7.76478972e-05	0.000347706	-4.314	3.5918440095829046e-05	0.4635778881510364
1.448	-1865.0	-0.000141368528	0.000332238	-4.356	3.3103978396795274e-05	0.4272533092651186
1.448	-1860.0	-0.000111148398	0.00030938	-4.482	2.9291996233367337e-05	0.3780543285667183
1.448	-1855.0	-9.29756626e-05	0.000284674	-4.536	2.5576793812069582e-05	0.33010442629023196
1.448	-1850.0	-7.54933512e-05	0.000257524	-4.572	2.190832660868108e-05	0.28275770760309
1.448	-1845.0	-0.000100215496	0.000228764	-4.446	1.842479083733458e-05	0.2377977886347011
1.448	-1840.0	-0.000147820534	0.000202627	-3.78	1.5566039131714653e-05	0.2009015850439068
1.448	-1835.0	-0.00014666947	0.00017056	-3.462	1.2400044335987037e-05	0.16003997809814716
1.448	-1830.0	-0.000155324468	0.00015089	-3.522	1.0620671560567e-05	0.13707467472578672
1.448	-1825.0	-0.000169049473	0.000137241	-3.51	9.451126241455491e-06	0.12198005069188825
1.448	-1820.0	-0.000186192791	0.000125767	-3.486	8.506375198916223e-06	0.10978671234088058
1.448	-1815.0	-0.000185729331	0.000113518	-2.79	7.534336093560675e-06	0.09724118323497505
1.448	-1810.0	-0.000187693586	0.000104815	-1.968	6.865495391448624e-06	0.08860885512252548
1.448	-1805.0	-0.000176132751	9.76031e-05	-1.998	6.324394225046962e-06	0.08162518502640474
1.448	-1800.0	-0.000201286254	9.08975e-05	-1.962	5.8316123932429745e-06	0.07526514376911699
1.448	-1795.0	-0.000189221966	8.449e-05	-2.658	5.369763227424918e-06	0.0693043319865609
1.448	-1790.0	-0.000192677433	8.02879e-05	-2.646	5.07154680245228e-06	0.06545543041589327
1.448	-1785.0	-0.000190267166	7.82614e-05	-2.442	4.929026894527248e-06	0.06361601094892598
1.448	-1780.0	-0.000198930612	7.68905e-05	-3.54	4.833087638202076e-06	0.06237778017611553
1.448	-1775.0	-0.000201697351	7.49831e-05	-4.026	4.700233580328424e-06	0.060663112072015024
1.448	-1770.0	-0.000200859952	7.30162e-05	-2.928	4.563998300632548e-06	0.058904804554077636
1.448	-1765.0	-0.000195806839	7.19135e-05	-3.294	4.48795745509004e-06	0.05792339070381668
1.448	-1760.0	-0.000192642518	7.08704e-05	-3.108	4.416247771114368e-06	0.05699787657322723
1.448	-1755.0	-0.000214878359	7.17645e-05	-3.108	4.477701053527439e-06	0.05779101744474044
1.448	-1750.0	-0.000216805447	7.31056e-05	-2.268	4.5701737824207525e-06	0.0589845078150782
1.448	-1745.0	-0.000210949849	7.45361e-05	-1.422	4.669204790279352e-06	0.06026264198131916
1.448	-1740.0	-0.000206652484	7.54897e-05	-1.29	4.735447925066959e-06	0.06111760262124153
1.448	-1735.0	-0.000209223816	7.6056e-05	-1.518	4.774873069078592e-06	0.0616264394457863
1.448	-1730.0	-0.000206904215	7.80826e-05	-2.082	4.916492389016239e-06	0.06345423556062103
1.448	-1725.0	-0.000190837644	8.21655e-05	-3.534	5.204345885546379e-06	0.06716938899329557
1.448	-1720.0	-0.000201050307	8.71425e-05	-3.942	5.559900488360964e-06	0.07175832023461376
1.448	-1715.0	-0.000202088186	9.22685e-05	-3.198	5.931569889329633e-06	0.07655523556645256
1.448	-1710.0	-0.00020121193	9.7156e-05	-2.046	6.291231436768555e-06	0.08119717269306599
1.448	-1705.0	-0.000202275714	0.000102371	-1.8	6.680812365133108e-06	0.0862252614283597
1.448	-1700.0	-0.000225579282	0.000110031	-2.484	7.26423158239849e-06	0.09375510537272473
1.448	-1695.0	-0.000205735123	0.000120253	-3.06	8.064257334177565e-06	0.10408056069558147
1.448	-1690.0	-0.000180039308	0.000130148	-3.504	8.86309224912121e-06	0.11439064659749931
1.448	-1685.0	-0.000151936604	0.000140966	-3.558	9.765264336229887e-06	0.12603444376059547
1.448	-1680.0	-0.000163069448	0.000153513	-3.204	1.085137519835982e-05	0.14005222901019942
1.448	-1675.0	-0.000185080031	0.000169785	-3.108	1.2327724676699129e-05	0.15910659137993094
1.448	-1670.0	-0.000155131893	0.00017962	-3.756	1.3259602081767222e-05	0.17113377736864818
1.448	-1665.0	-0.000132273769	0.000192196	-4.542	1.4497522683867888e-05	0.18711088040790644
1.448	-1660.0	-0.000131820439	0.000206203	-4.476	1.594147596106525e-05	0.20574712432735362
1.448	-1655.0	-0.000146800148	0.000217021	-4.08	1.7106874433270156e-05	0.22078822748099336
1.448	-1650.0	-0.000128760303	0.000225694	-4.008	1.8074740636299564e-05	0.23327989942487706
1.448	-1645.0	-0.000121207935	0.000232548	-4.332	1.8861770135010666e-05	0.24343761985905119
1.448	-1640.0	-7.62277095e-05	0.000235558	-4.554	1.9213797724288218e-05	0.24798103003980504
1.448	-1635.0	-8.30457272e-05	0.000237376	-4.722	1.9428350115743652e-05	0.2507501298187293
