ivvi_dac14	keithley_1	lockin_1_X	lockin_1_phase	lockin_1_processed	conductance
400.0	-0.000191330825	0.000323744	-4.29	3.164171232594745e-05	0.4083807130379438
406.15384615384613	-0.000177800035	0.000323089	-4.29	3.1531267894827415e-05	0.4069552726234918
412.3076923076923	-0.000169686717	0.000322761	-4.374	3.14760833136758e-05	0.4062430381411336
418.46153846153845	-0.000107597726	0.00032437	-3.924	3.174757123623742e-05	0.40974697086938827
424.61538461538464	-0.000153225841	0.000326546	-3.882	3.211787330622522e-05	0.4145262388755964
430.7692307692308	-0.000136246881	0.000326546	-4.242	3.211787330622522e-05	0.4145262388755964
436.9230769230769	-0.00010751382	0.000325592	-4.506	3.195507797187388e-05	0.41242513656998153
443.0769230769231	-0.000107671501	0.000323536	-4.344	3.160660467047054e-05	0.4079275994633983
449.2307692307692	-0.000103715946	0.000321807	-4.314	3.1316037493283654e-05	0.4041774221726549
455.38461538461536	-0.000181492043	0.000322016	-4.518	3.135104144981164e-05	0.40462919736670233
461.53846153846155	-0.000180614114	0.000323446	-4.668	3.15914240273388e-05	0.4077316719547144
467.6923076923077	-0.000165450157	0.000322612	-4.452	3.1451041520318204e-05	0.4059198386466885
473.84615384615387	-0.000165802107	0.00032142	-4.548	3.12513079422018e-05	0.4033419964550727
480.0	-0.000122634951	0.000320854	-4.332	3.115684038285712e-05	0.40212275999761654
486.1538461538462	-0.000157214633	0.000320913	-4.104	3.1166676555832434e-05	0.402249709616899
492.3076923076923	-0.000139216372	0.000320585	-4.188	3.1112026935881676e-05	0.40154437955976297
498.46153846153845	-0.000107069534	0.000320228	-4.398	3.105263636366286e-05	0.40077786085873296
504.61538461538464	-0.000106104312	0.0003199	-4.212	3.099815353916312e-05	0.400074683531023
510.7692307692308	-8.36802272e-05	0.000320377	-4.17	3.107741252248017e-05	0.40109763196656445
516.9230769230769	-9.37837179e-05	0.000318171	-4.14	3.071226754550764e-05	0.39638492348472976
523.0769230769231	-0.000164971565	0.000317754	-4.326	3.0643645799691106e-05	0.39549926353062276
529.2307692307693	-0.000142398817	0.000318022	-4.374	3.068773344063217e-05	0.39606827642278875
535.3846153846154	-7.90027013e-05	0.000316622	-4.32	3.0458001694361464e-05	0.3931032657627131
541.5384615384615	-0.000119679054	0.000312956	-4.32	2.986312123265861e-05	0.3854254983707337
547.6923076923077	-0.000176473358	0.000308754	-4.362	2.9192931018260358e-05	0.37677575290792026
553.8461538461538	-0.000161057121	0.000302108	-4.308	2.8157589330964778e-05	0.36341321512424435
560.0	-0.000119966279	0.000301393	-4.26	2.8047958578884144e-05	0.3619982763799571
566.1538461538462	-9.12940321e-05	0.00030938	-4.332	2.9291996233367337e-05	0.3780543285667183
572.3076923076924	-8.77230777e-05	0.000322523	-4.176	3.143609165130977e-05	0.4057268896020035
578.4615384615385	-0.0001283437	0.000330927	-3.984	3.287458198221715e-05	0.4242926265312408
584.6153846153846	-0.000118344406	0.000330808	-4.068	3.285382759193318e-05	0.42402476199168854
590.7692307692307	-0.000129069034	0.000328185	-4.212	3.23992071840796e-05	0.4181572474776715
596.9230769230769	-0.00010429722	0.000325115	-4.176	3.187394295518617e-05	0.4113779752904037
603.0769230769231	-0.000123339031	0.000322403	-4.188	3.14159439663349e-05	0.40546685544609745
609.2307692307693	-0.000181364962	0.000322314	-4.296	3.140100809795464e-05	0.40527408709917173
615.3846153846154	-0.000194279696	0.000322135	-4.38	3.137098657455196e-05	0.40488661719844776
621.5384615384615	-0.000168999848	0.000320854	-4.38	3.115684038285712e-05	0.40212275999761654
627.6923076923077	-0.00011401381	0.000319423	-4.572	3.0919062894886144e-05	0.39905390774709126
633.8461538461538	-0.000145217994	0.000319155	-4.698	3.087469988178435e-05	0.3984813407906512
640.0	-0.00012947288	0.000319304	-4.416	3.0899357860104604e-05	0.3987995866132782
646.1538461538462	-0.00011578042	0.000319006	-4.308	3.085005824747726e-05	0.39816330591045607
652.3076923076924	-9.61332169e-05	0.000317903	-4.464	3.066815074004131e-05	0.3958155341834269
658.4615384615385	-7.93535818e-05	0.000318618	-4.422	3.078596734743917e-05	0.3973361228810681
664.6153846153846	-0.000112243256	0.000317188	-4.41	3.055070736123676e-05	0.3942997625246834
670.7692307692307	-0.000104312972	0.000315191	-4.446	3.0224649212496944e-05	0.39009152442737266
676.9230769230769	-0.000113882041	0.000315012	-4.56	3.019556337711842e-05	0.3897161308940257
683.0769230769231	-0.00018032539	0.000316354	-4.548	3.0414186675736135e-05	0.3925377714442116
689.2307692307693	-0.000125683473	0.000316354	-4.512	3.0414186675736135e-05	0.3925377714442116
695.3846153846155	-0.000118880044	0.000316592	-4.368	3.0453094445565214e-05	0.3930399308286924
701.5384615384615	-8.70045662e-05	0.000316473	-4.398	3.0433635440316466e-05	0.39278878505135156
707.6923076923077	-0.000179435672	0.000315549	-4.05	3.028288983482532e-05	0.3908432014108819
713.8461538461538	-0.000181517073	0.000314953	-4.08	3.0185981455524778e-05	0.3895924627457164
720.0	-0.00014744361	0.000315281	-4.254	3.023928205363967e-05	0.3902803817824387
726.1538461538462	-0.000128588757	0.000315638	-4.2	3.0297382937175186e-05	0.3910302552406747
732.3076923076924	-8.70051229e-05	0.000315221	-3.948	3.022952618070162e-05	0.3901544685478543
738.4615384615385	-6.90372509e-05	0.000313045	-4.176	2.987744983027655e-05	0.38561042903604564
744.6153846153846	-0.000128622563	0.000311019	-4.362	2.9552653756305677e-05	0.3814184797852025
750.7692307692307	-0.000108253385	0.000309469	-4.524	2.9306102518723376e-05	0.37823638998023074
756.9230769230769	-9.04093856e-05	0.000309588	-4.596	2.9324972278738903e-05	0.37847993072071323
763.0769230769231	-0.000134608851	0.00031087	-4.698	2.9528880481370477e-05	0.38111165230161775
769.2307692307693	-8.7192666e-05	0.000310929	-4.488	2.9538292208853516e-05	0.3812331238560282
775.3846153846155	-0.000120344811	0.000309529	-4.158	2.9315615460657488e-05	0.37835916784920703
781.5384615384615	-0.000108138504	0.00030628	-4.11	2.88040429434506e-05	0.3717566064203098
787.6923076923077	-0.00011703849	0.000301154	-4.44	2.801138756554407e-05	0.361526276118072
793.8461538461538	-0.000137402018	0.000290813	-4.326	2.6464080435467344e-05	0.34155610564941336
800.0	-9.65719058e-05	0.00028226	-4.374	2.5234027750499035e-05	0.32568054912494343
806.1538461538462	-0.000127343591	0.000273617	-4.23	2.4034214592004055e-05	0.3101952761368352
812.3076923076924	-0.000138140328	0.000273349	-4.038	2.3997680489765195e-05	0.30972375226452337
818.4615384615386	-0.000147926748	0.00028667	-4.002	2.5862801140014267e-05	0.33379575232584435
824.6153846153846	-9.71237776e-05	0.000312539	-4.362	2.9796060605360287e-05	0.38455998684244624
830.7692307692307	-0.0001117426	0.000334712	-4.65	3.3540650849186924e-05	0.4328891802203543
836.9230769230769	-7.13421639e-05	0.000342311	-4.812	3.49136032321771e-05	0.45060905793610256
843.0769230769231	-7.9094501e-05	0.000341805	-4.656	3.482066210012187e-05	0.4494095221654627
849.2307692307693	-0.000125707055	0.000338199	-4.506	3.41646468084373e-05	0.4409427239776084
855.3846153846155	-0.000121001362	0.000334265	-4.224	3.3461385067743564e-05	0.4318661440454503
861.5384615384615	-0.000110623056	0.00033042	-4.29	3.27862361141294e-05	0.4231523990924734
867.6923076923077	-7.95968321e-05	0.000327172	-4.554	3.2225079437540046e-05	0.4159098844854608
873.8461538461538	-9.2158473e-05	0.000326307	-4.572	3.2077023218624524e-05	0.41399901115384147
880.0	-0.000135142147	0.00032589	-4.356	3.200585483034273e-05	0.4130804832039983
886.1538461538462	-0.000168803946	0.000325354	-4.32	3.191457368213445e-05	0.4119023718550227
892.3076923076924	-0.000174082912	0.000323864	-4.122	3.166198168071944e-05	0.40864231751336966
898.4615384615386	-0.000153645593	0.000321629	-4.11	3.128625132354488e-05	0.40379298984132955
904.6153846153846	-0.000159768735	0.000318976	-4.176	3.084509881980775e-05	0.3980992975348324
910.7692307692307	-0.000174650582	0.000318112	-4.638	3.070255075772158e-05	0.39625951469889564
916.9230769230769	-0.000177216289	0.000318827	-4.956	3.082047679877678e-05	0.3977815157914968
923.0769230769231	-0.000101487675	0.000320287	-4.854	3.1062445087875554e-05	0.4009044562132039
929.2307692307693	-5.86239985e-05	0.000321241	-4.56	3.122140631411791e-05	0.4029560739717348
935.3846153846154	-8.67044007e-05	0.000320675	-4.482	3.112701429072927e-05	0.4017378124118211
941.5384615384615	-0.0001612718	0.000320347	-4.446	3.1072422709791605e-05	0.40103323142961844
947.6923076923077	-0.000143084284	0.000320019	-4.59	3.1017910964000697e-05	0.4003296808320492
953.8461538461539	-0.000151712885	0.000318112	-4.548	3.070255075772158e-05	0.39625951469889564
960.0	-0.000142382031	0.000318618	-4.596	3.078596734743917e-05	0.3973361228810681
966.1538461538462	-0.000146924392	0.00032142	-4.566	3.12513079422018e-05	0.4033419964550727
972.3076923076924	-0.000152305317	0.000322552	-4.476	3.144096230167132e-05	0.40578975218185126
978.4615384615385	-0.000179564656	0.000321509	-4.422	3.126618414416367e-05	0.40353399472311535
984.6153846153846	-0.000142725562	0.000320228	-4.542	3.105263636366286e-05	0.40077786085873296
990.7692307692308	-8.62612156e-05	0.000319662	-4.692	3.095867011248977e-05	0.39956509448691735
996.9230769230769	-4.60629273e-05	0.000320287	-4.674	3.1062445087875554e-05	0.4009044562132039
1003.0769230769231	-8.84822833e-05	0.000320377	-4.362	3.107741252248017e-05	0.40109763196656445
1009.2307692307693	-0.000161496523	0.000321152	-4.062	3.120654792908687e-05	0.4027643056561941
1015.3846153846155	-0.000144355899	0.000320347	-4.002	3.1072422709791605e-05	0.40103323142961844
1021.5384615384615	-0.000155250054	0.000319542	-4.206	3.093877837343559e-05	0.39930836367238914
1027.6923076923076	-0.000140487052	0.000319036	-4.518	3.085501833705347e-05	0.39822732282891476
1033.8461538461538	-0.000144797962	0.000319513	-4.668	3.093397279812776e-05	0.3992463409774555
1040.0	-0.000151509049	0.000322254	-4.434	3.1390942334539416e-05	0.40514417429298616
1046.1538461538462	-0.000182848414	0.000324877	-4.116	3.183352572691086e-05	0.41085633422584755
1052.3076923076924	-0.000113856185	0.000324311	-4.098	3.173758138557062e-05	0.40961803782377976
1058.4615384615386	-6.617024e-05	0.000324132	-4.206	3.170728942394783e-05	0.40922707753821114
1064.6153846153848	-8.46782062e-05	0.000327023	-4.35	3.2199534758783914e-05	0.4155801945490473
1070.769230769231	-0.000159865159	0.000332506	-4.416	3.315104234883189e-05	0.4278607356298206
1076.923076923077	-0.000148049687	0.000339391	-4.416	3.438027967996662e-05	0.44372576886855597
1083.076923076923	-0.000154909988	0.000342788	-4.338	3.500141996192582e-05	0.4517424561018533
1089.2307692307693	-0.000137275456	0.00033641	-4.284	3.384324884687984e-05	0.43679463213739067
1095.3846153846155	-0.000158653829	0.000319304	-4.422	3.0899357860104604e-05	0.3987995866132782
1101.5384615384614	-0.000179423997	0.000297548	-4.536	2.746411300405311e-05	0.3544629296927292
1107.6923076923076	-0.000147217379	0.000281097	-4.77	2.5070103997121436e-05	0.3235648829878329
1113.8461538461538	-0.000153138344	0.000278475	-4.656	2.4703389601991447e-05	0.31883191896168395
1120.0	-9.75299404e-05	0.000283541	-4.392	2.541549324460943e-05	0.32802261604955213
1126.1538461538462	-0.000157978606	0.000289233	-4.212	2.6233546821363104e-05	0.33858074575936403
1132.3076923076924	-0.000119795806	0.000293346	-4.344	2.683686228512386e-05	0.34636737869311307
