time	field_x	field_y	field_z	keithley_1	lockin_1_X	lockin_1_phase	lockin_1_processed	conductance
229.2895188331604	0.25557	-1.54506	0.0	-0.000180551365	0.000139386	-4.578	1.8834103976180953e-05	0.2430805492443666
230.0505187511444	0.25555	-1.54494	-0.0	-0.00016981755	0.0001418	-3.648	1.9305119920179102e-05	0.24915967116674329
230.95251893997192	0.25553	-1.54482	1e-05	-0.000177328962	0.000140996	-3.726	1.9147455801863336e-05	0.24712479440675544
231.9345188140869	0.25551	-1.54467	2e-05	-0.000189549507	0.00013882	-4.11	1.8724687921988707e-05	0.24166838147770037
232.80351901054382	0.25548	-1.54456	0.0	-0.00016822631	0.000141353	-3.51	1.9217365524898214e-05	0.24802707751479877
233.67951893806458	0.25546	-1.54442	-1e-05	-0.000185060843	0.000137151	-4.458	1.8404271476475823e-05	0.23753295747979203
234.5785186290741	0.25544	-1.5443	-2e-05	-0.000182191544	0.000140847	-3.822	1.9118323887340137e-05	0.24674880615736514
235.447518825531	0.25543	-1.54416	-1e-05	-0.000196753145	0.000140429	-4.386	1.9036742593058146e-05	0.24569588503899326
236.31651878356934	0.2554	-1.54404	1e-05	-0.000182401584	0.000143559	-3.78	1.965284285023877e-05	0.2536475236778402
237.20351886749268	0.25537	-1.54391	-2e-05	-0.000162920202	0.00014332	-4.506	1.960537086633667e-05	0.2530348310891598
237.98351883888245	0.25535	-1.5438	-3e-05	-0.000183356508	0.000142784	-3.606	1.9499165662151326e-05	0.2516641038489028
238.85351872444153	0.25533	-1.54367	0.0	-0.000177301422	0.00014034	-3.474	1.9019399864003117e-05	0.24547205277654935
239.72451877593994	0.25531	-1.54354	-2e-05	-0.000153107549	0.000142784	-3.864	1.9499165662151326e-05	0.2516641038489028
240.50051879882812	0.25529	-1.54343	-1e-05	-0.0001865164	0.000139982	-4.116	1.8949736314047444e-05	0.2445729468776463
241.2835190296173	0.25529	-1.54333	-1e-05	-0.000197614574	0.00014192	-3.948	1.932871998915338e-05	0.24946426318427314
242.15251874923706	0.25525	-1.54319	-1e-05	-0.000191598346	0.000138701	-4.044	1.8701732355429348e-05	0.24137210766852307
243.0215187072754	0.25523	-1.54306	-2e-05	-0.000186179077	0.000146003	-4.428	2.0142421326388015e-05	0.2599662211338532
243.90851879119873	0.25521	-1.54294	-0.0	-0.000204373056	0.000140608	-4.722	1.907165207556587e-05	0.24614644091319604
244.79651880264282	0.2552	-1.54281	2e-05	-0.00018409933	0.00014335	-4.116	1.9611325774048965e-05	0.25311168753209096
245.66551876068115	0.25516	-1.54268	-1e-05	-0.00020661275	0.000141681	-4.134	1.9281734026553546e-05	0.2488578433827266
246.53451871871948	0.25515	-1.54256	-1e-05	-0.000179693746	0.000141145	-3.918	1.9176614844498845e-05	0.24750113278251484
247.4325189590454	0.25512	-1.54242	2e-05	-0.00015993644	0.000138999	-5.724	1.875924966430741e-05	0.24211444927664094
248.311518907547	0.25511	-1.54231	0.0	-0.000191027333	0.000139267	-3.714	1.8811067595077075e-05	0.24278323241005287
249.18051886558533	0.25507	-1.54217	-1e-05	-0.000183911817	0.000142069	-4.356	1.9358048111752846e-05	0.24984278377430497
250.0505187511444	0.25505	-1.54204	-0.0	-0.000195401415	0.00014186	-3.684	1.9316917737285668e-05	0.24931193855709938
250.84251880645752	0.25504	-1.54194	1e-05	-0.000181270066	0.000140966	-5.028	1.9141588135788465e-05	0.24704906393961637
251.71751880645752	0.25501	-1.54181	0.0	-0.000147934983	0.000141324	-3.672	1.921168075985001e-05	0.247953707642147
252.58851885795593	0.25499	-1.54168	1e-05	-0.000188390077	0.000139148	-4.71	1.878804824040902e-05	0.24248613532579347
253.4605188369751	0.25496	-1.54155	-3e-05	-0.00015248868	0.000138224	-3.534	1.8609887007215583e-05	0.24018671452650914
254.2545187473297	0.25494	-1.54144	1e-05	-0.000171197954	0.000138641	-4.236	1.8690164544027847e-05	0.24122280882464983
255.12351894378662	0.25493	-1.54131	-1e-05	-0.000183038875	0.000139774	-4.188	1.8909332684359358e-05	0.24405148132194657
255.9935188293457	0.25492	-1.54117	1e-05	-0.000190880863	0.00013736	-4.902	1.844421460559787e-05	0.2380484796292824
256.7545187473297	0.25487	-1.54106	0.0	-0.000192503324	0.000137896	-3.87	1.8546888569643112e-05	0.2393736312587296
257.5465188026428	0.25487	-1.54096	1e-05	-0.000168214356	0.000137837	-3.492	1.8535570097588323e-05	0.2392275504891233
258.4195189476013	0.25484	-1.54083	-2e-05	-0.000166659489	0.000139535	-5.076	1.8862971883265523e-05	0.24345313010717412
259.28851890563965	0.25483	-1.5407	-1e-05	-0.000147711994	0.000138254	-4.992	1.8615655447782242e-05	0.2402611643491819
260.0485188961029	0.2548	-1.54059	0.0	-0.000182277586	0.000137121	-5.868	1.8398542241815013e-05	0.23745901366436759
260.9535188674927	0.25478	-1.54046	0.0	-0.000180459708	0.000137688	-4.398	1.8507004540015808e-05	0.23885887187117683
261.822518825531	0.25476	-1.54033	-0.0	-0.000172872826	0.000136317	-4.23	1.8245392963682345e-05	0.2354824072544238
262.69251894950867	0.25474	-1.54021	2e-05	-0.000168934142	0.000136138	-3.858	1.8211399419443208e-05	0.23504367284927968
263.56951880455017	0.25472	-1.54009	1e-05	-0.000161525216	0.000138403	-4.056	1.8644321258585706e-05	0.24063113687579923
264.4695188999176	0.2547	-1.53995	-0.0	-0.000157939016	0.000134558	-4.518	1.7912960711122808e-05	0.23119190239999005
